EventTime,Origin,Destination,replicate,Continent_origin,Continent_dest,date,month,Region_origin,Region_dest,biweek,Region_origin2,Region_dest2
2021.07236,South Africa,Angola,9,Africa,Africa,2021-01-27,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.01366,South Africa,Angola,9,Africa,Africa,2021-01-05,2021-01-01,Southern Africa,Southern Africa,2020-12-27,Southern Africa,Southern Africa
2021.22462,South Africa,Angola,9,Africa,Africa,2021-03-23,2021-03-01,Southern Africa,Southern Africa,2021-03-21,Southern Africa,Southern Africa
2021.22736,South Africa,Angola,9,Africa,Africa,2021-03-24,2021-03-01,Southern Africa,Southern Africa,2021-03-21,Southern Africa,Southern Africa
2020.93207,South Africa,Angola,9,Africa,Africa,2020-12-07,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.63092,South Africa,Angola,9,Africa,Africa,2020-08-18,2020-08-01,Southern Africa,Southern Africa,2020-08-09,Southern Africa,Southern Africa
2020.57834,South Africa,Angola,9,Africa,Africa,2020-07-30,2020-07-01,Southern Africa,Southern Africa,2020-07-26,Southern Africa,Southern Africa
2020.92346,Zimbabwe,Angola,9,Africa,Africa,2020-12-03,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.77319,South Africa,Angola,9,Africa,Africa,2020-10-09,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2020.78685,South Africa,Angola,9,Africa,Africa,2020-10-14,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2021.04527,South Africa,Angola,9,Africa,Africa,2021-01-17,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.1671,Zimbabwe,Angola,9,Africa,Africa,2021-03-02,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.16197,Zimbabwe,Angola,9,Africa,Africa,2021-03-01,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.78685,South Africa,Angola,9,Africa,Africa,2020-10-14,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2021.14666,South Africa,Angola,9,Africa,Africa,2021-02-23,2021-02-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.21091,South Africa,Angola,9,Africa,Africa,2021-03-18,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2020.93713,South Africa,Angola,9,Africa,Africa,2020-12-08,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.69921,South Africa,Angola,9,Africa,Africa,2020-09-12,2020-09-01,Southern Africa,Southern Africa,2020-09-06,Southern Africa,Southern Africa
2021.04106,Zambia,Angola,9,Africa,Africa,2021-01-15,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.45474,Zambia,Angola,9,Africa,Africa,2021-06-15,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.14019,South Africa,Angola,9,Africa,Africa,2021-02-21,2021-02-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.14371,Zimbabwe,Angola,9,Africa,Africa,2021-02-22,2021-02-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.07668,South Africa,Angola,9,Africa,Africa,2021-01-28,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.27943,Democratic Republic of the Congo,Angola,9,,Africa,2021-04-12,2021-04-01,,Southern Africa,2021-04-04,,Southern Africa
2021.13255,South Africa,Angola,9,Africa,Africa,2021-02-18,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.07941,South Africa,Angola,9,Africa,Africa,2021-01-29,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.16707,South Africa,Angola,9,Africa,Africa,2021-03-02,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.90788,South Africa,Angola,9,Africa,Africa,2020-11-28,2020-11-01,Southern Africa,Southern Africa,2020-11-15,Southern Africa,Southern Africa
2020.93069,South Africa,Angola,9,Africa,Africa,2020-12-06,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.17825,South Africa,Angola,9,Africa,Africa,2021-03-07,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2020.93713,South Africa,Angola,9,Africa,Africa,2020-12-08,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.07667,South Africa,Angola,9,Africa,Africa,2021-01-28,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.18901,South Africa,Angola,9,Africa,Africa,2021-03-10,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.07667,South Africa,Angola,9,Africa,Africa,2021-01-28,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.49039,South Africa,Angola,9,Africa,Africa,2021-06-28,2021-06-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.10683,South Africa,Angola,9,Africa,Africa,2021-02-08,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.16435,South Africa,Angola,9,Africa,Africa,2021-03-01,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.96282,South Africa,Angola,9,Africa,Africa,2020-12-18,2020-12-01,Southern Africa,Southern Africa,2020-12-13,Southern Africa,Southern Africa
2021.57532,South Africa,Angola,9,Africa,Africa,2021-07-29,2021-07-01,Southern Africa,Southern Africa,2021-07-25,Southern Africa,Southern Africa
2021.13696,South Africa,Angola,9,Africa,Africa,2021-02-19,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.5397,Namibia,Angola,9,Africa,Africa,2021-07-16,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.28484,Namibia,Angola,9,Africa,Africa,2021-04-14,2021-04-01,Southern Africa,Southern Africa,2021-04-04,Southern Africa,Southern Africa
2020.9653,South Africa,Angola,9,Africa,Africa,2020-12-19,2020-12-01,Southern Africa,Southern Africa,2020-12-13,Southern Africa,Southern Africa
2021.12052,South Africa,Angola,9,Africa,Africa,2021-02-13,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.10301,South Africa,Angola,9,Africa,Africa,2021-02-07,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.18901,South Africa,Angola,9,Africa,Africa,2021-03-10,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2021.13696,South Africa,Angola,9,Africa,Africa,2021-02-19,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.06297,Portugal,Angola,9,Europe,Africa,2021-01-23,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.05474,United Kingdom,Angola,9,Europe,Africa,2021-01-20,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.10681,Portugal,Angola,9,Europe,Africa,2021-02-08,2021-02-01,Western Europe,Southern Africa,2021-02-07,Western Europe,Southern Africa
2020.29174,South Africa,Angola,9,Africa,Africa,2020-04-16,2020-04-01,Southern Africa,Southern Africa,2020-04-05,Southern Africa,Southern Africa
2021.09311,Portugal,Angola,9,Europe,Africa,2021-02-03,2021-02-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.02736,Portugal,Angola,9,Europe,Africa,2021-01-10,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.13147,Portugal,Angola,9,Europe,Africa,2021-02-17,2021-02-01,Western Europe,Southern Africa,2021-02-07,Western Europe,Southern Africa
2021.18821,Republic of the Congo,Angola,9,,Africa,2021-03-10,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.57185,Democratic Republic of the Congo,Angola,9,,Africa,2020-07-28,2020-07-01,,Southern Africa,2020-07-26,,Southern Africa
2021.14786,Republic of the Congo,Angola,9,,Africa,2021-02-23,2021-02-01,,Southern Africa,2021-02-21,,Southern Africa
2021.18079,Democratic Republic of the Congo,Angola,9,,Africa,2021-03-07,2021-03-01,,Southern Africa,2021-03-07,,Southern Africa
2020.85706,Togo,Angola,9,Africa,Africa,2020-11-09,2020-11-01,Western Africa,Southern Africa,2020-11-01,Western Africa,Southern Africa
2021.0931,USA,Angola,9,,Africa,2021-02-03,2021-02-01,,Southern Africa,2021-01-24,,Southern Africa
2020.93436,Botswana,Angola,9,Africa,Africa,2020-12-07,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.03222,Burkina Faso,Angola,9,Africa,Africa,2021-01-12,2021-01-01,Western Africa,Southern Africa,2021-01-10,Western Africa,Southern Africa
2021.08215,Burkina Faso,Angola,9,Africa,Africa,2021-01-30,2021-01-01,Western Africa,Southern Africa,2021-01-24,Western Africa,Southern Africa
2021.07391,Portugal,Angola,9,Europe,Africa,2021-01-27,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.06295,Portugal,Angola,9,Europe,Africa,2021-01-23,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.24383,Australia,Angola,9,Australia,Africa,2021-03-30,2021-03-01,Oceania,Southern Africa,2021-03-21,Oceania,Southern Africa
2020.97962,India,Angola,9,Asia,Africa,2020-12-24,2020-12-01,India+,Southern Africa,2020-12-13,India+,Southern Africa
2021.27411,Australia,Angola,9,Australia,Africa,2021-04-11,2021-04-01,Oceania,Southern Africa,2021-04-04,Oceania,Southern Africa
2021.25611,Portugal,Angola,9,Europe,Africa,2021-04-04,2021-04-01,Western Europe,Southern Africa,2021-04-04,Western Europe,Southern Africa
2021.33973,Portugal,Angola,9,Europe,Africa,2021-05-05,2021-05-01,Western Europe,Southern Africa,2021-05-02,Western Europe,Southern Africa
2021.5253,Portugal,Angola,9,Europe,Africa,2021-07-11,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.33365,Australia,Angola,9,Australia,Africa,2021-05-02,2021-05-01,Oceania,Southern Africa,2021-05-02,Oceania,Southern Africa
2021.69587,Democratic Republic of the Congo,Angola,9,,Africa,2021-09-11,2021-09-01,,Southern Africa,2021-09-05,,Southern Africa
2021.41466,Democratic Republic of the Congo,Angola,9,,Africa,2021-06-01,2021-06-01,,Southern Africa,2021-05-30,,Southern Africa
2021.50685,South Africa,Angola,9,Africa,Africa,2021-07-05,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.52329,South Africa,Angola,9,Africa,Africa,2021-07-11,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.50085,South Africa,Angola,9,Africa,Africa,2021-07-02,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.63561,South Africa,Angola,9,Africa,Africa,2021-08-20,2021-08-01,Southern Africa,Southern Africa,2021-08-08,Southern Africa,Southern Africa
2021.22059,Portugal,Angola,9,Europe,Africa,2021-03-22,2021-03-01,Western Europe,Southern Africa,2021-03-21,Western Europe,Southern Africa
2021.20324,Portugal,Angola,9,Europe,Africa,2021-03-16,2021-03-01,Western Europe,Southern Africa,2021-03-07,Western Europe,Southern Africa
2021.4685,Portugal,Angola,9,Europe,Africa,2021-06-21,2021-06-01,Western Europe,Southern Africa,2021-06-13,Western Europe,Southern Africa
2021.53692,Portugal,Angola,9,Europe,Africa,2021-07-15,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.29588,South Africa,Angola,9,Africa,Africa,2021-04-18,2021-04-01,Southern Africa,Southern Africa,2021-04-18,Southern Africa,Southern Africa
2021.68768,Portugal,Angola,9,Europe,Africa,2021-09-09,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.70138,Bangladesh,Angola,9,Asia,Africa,2021-09-14,2021-09-01,India+,Southern Africa,2021-09-05,India+,Southern Africa
2021.5233,Portugal,Angola,9,Europe,Africa,2021-07-11,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.71508,Portugal,Angola,9,Europe,Africa,2021-09-19,2021-09-01,Western Europe,Southern Africa,2021-09-19,Western Europe,Southern Africa
2021.53425,Portugal,Angola,9,Europe,Africa,2021-07-15,2021-07-01,Western Europe,Southern Africa,2021-07-11,Western Europe,Southern Africa
2021.54759,Nigeria,Angola,9,Africa,Africa,2021-07-19,2021-07-01,Western Africa,Southern Africa,2021-07-11,Western Africa,Southern Africa
2021.70133,Portugal,Angola,9,Europe,Africa,2021-09-13,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.48491,Zambia,Angola,9,Africa,Africa,2021-06-26,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.67395,Zambia,Angola,9,Africa,Africa,2021-09-03,2021-09-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.39363,Zambia,Angola,9,Africa,Africa,2021-05-24,2021-05-01,Southern Africa,Southern Africa,2021-05-16,Southern Africa,Southern Africa
2021.70684,Zambia,Angola,9,Africa,Africa,2021-09-15,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.57174,Republic of the Congo,Angola,9,,Africa,2021-07-28,2021-07-01,,Southern Africa,2021-07-25,,Southern Africa
2021.48532,Portugal,Angola,9,Europe,Africa,2021-06-27,2021-06-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.73698,Portugal,Angola,9,Europe,Africa,2021-09-26,2021-09-01,Western Europe,Southern Africa,2021-09-19,Western Europe,Southern Africa
2021.68768,Portugal,Angola,9,Europe,Africa,2021-09-09,2021-09-01,Western Europe,Southern Africa,2021-09-05,Western Europe,Southern Africa
2021.31463,South Africa,Angola,9,Africa,Africa,2021-04-25,2021-04-01,Southern Africa,Southern Africa,2021-04-18,Southern Africa,Southern Africa
2021.52603,Namibia,Angola,9,Africa,Africa,2021-07-12,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.67123,Namibia,Angola,9,Africa,Africa,2021-09-02,2021-09-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.51233,Namibia,Angola,9,Africa,Africa,2021-07-07,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.72877,Namibia,Angola,9,Africa,Africa,2021-09-24,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.50388,Namibia,Angola,9,Africa,Africa,2021-07-03,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.63921,Namibia,Angola,9,Africa,Africa,2021-08-22,2021-08-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.37099,Namibia,Angola,9,Africa,Africa,2021-05-16,2021-05-01,Southern Africa,Southern Africa,2021-05-16,Southern Africa,Southern Africa
2021.48769,Namibia,Angola,9,Africa,Africa,2021-06-28,2021-06-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.75068,Namibia,Angola,9,Africa,Africa,2021-10-01,2021-10-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.35849,Namibia,Angola,9,Africa,Africa,2021-05-11,2021-05-01,Southern Africa,Southern Africa,2021-05-02,Southern Africa,Southern Africa
2021.73699,South Africa,Angola,9,Africa,Africa,2021-09-27,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.70685,South Africa,Angola,9,Africa,Africa,2021-09-16,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.70959,Namibia,Angola,9,Africa,Africa,2021-09-17,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.74247,Namibia,Angola,9,Africa,Africa,2021-09-29,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.47865,Namibia,Angola,9,Africa,Africa,2021-06-24,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.74795,Namibia,Angola,9,Africa,Africa,2021-10-01,2021-10-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.67885,Namibia,Angola,9,Africa,Africa,2021-09-05,2021-09-01,Southern Africa,Southern Africa,2021-09-05,Southern Africa,Southern Africa
2021.73973,Namibia,Angola,9,Africa,Africa,2021-09-28,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.51232,Namibia,Angola,9,Africa,Africa,2021-07-06,2021-07-01,Southern Africa,Southern Africa,2021-06-27,Southern Africa,Southern Africa
2021.54239,Namibia,Angola,9,Africa,Africa,2021-07-17,2021-07-01,Southern Africa,Southern Africa,2021-07-11,Southern Africa,Southern Africa
2021.47154,Namibia,Angola,9,Africa,Africa,2021-06-22,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.73151,South Africa,Angola,9,Africa,Africa,2021-09-25,2021-09-01,Southern Africa,Southern Africa,2021-09-19,Southern Africa,Southern Africa
2021.67121,Botswana,Angola,9,Africa,Africa,2021-09-02,2021-09-01,Southern Africa,Southern Africa,2021-08-22,Southern Africa,Southern Africa
2021.50685,Portugal,Angola,9,Europe,Africa,2021-07-05,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.50684,Portugal,Angola,9,Europe,Africa,2021-07-04,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.57531,Portugal,Angola,9,Europe,Africa,2021-07-29,2021-07-01,Western Europe,Southern Africa,2021-07-25,Western Europe,Southern Africa
2021.61366,Portugal,Angola,9,Europe,Africa,2021-08-12,2021-08-01,Western Europe,Southern Africa,2021-08-08,Western Europe,Southern Africa
2021.07397,Portugal,Angola,10,Europe,Africa,2021-01-27,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.12055,Democratic Republic of the Congo,Angola,10,,Africa,2021-02-14,2021-02-01,,Southern Africa,2021-02-07,,Southern Africa
2020.87843,Portugal,Angola,10,Europe,Africa,2020-11-17,2020-11-01,Western Europe,Southern Africa,2020-11-15,Western Europe,Southern Africa
2020.98035,Portugal,Angola,10,Europe,Africa,2020-12-24,2020-12-01,Western Europe,Southern Africa,2020-12-13,Western Europe,Southern Africa
2021.28765,Portugal,Angola,10,Europe,Africa,2021-04-15,2021-04-01,Western Europe,Southern Africa,2021-04-04,Western Europe,Southern Africa
2021.0411,Kuwait,Angola,10,Asia,Africa,2021-01-16,2021-01-01,Middle East,Southern Africa,2021-01-10,Middle East,Southern Africa
2021.23834,Portugal,Angola,10,Europe,Africa,2021-03-28,2021-03-01,Western Europe,Southern Africa,2021-03-21,Western Europe,Southern Africa
2021.1452,Portugal,Angola,10,Europe,Africa,2021-02-22,2021-02-01,Western Europe,Southern Africa,2021-02-21,Western Europe,Southern Africa
2021.04109,Portugal,Angola,10,Europe,Africa,2021-01-15,2021-01-01,Western Europe,Southern Africa,2021-01-10,Western Europe,Southern Africa
2021.24657,Portugal,Angola,10,Europe,Africa,2021-03-31,2021-03-01,Western Europe,Southern Africa,2021-03-21,Western Europe,Southern Africa
2021.07701,Portugal,Angola,10,Europe,Africa,2021-01-29,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.23835,Guinea,Angola,10,Africa,Africa,2021-03-28,2021-03-01,Western Africa,Southern Africa,2021-03-21,Western Africa,Southern Africa
2021.174,Portugal,Angola,10,Europe,Africa,2021-03-05,2021-03-01,Western Europe,Southern Africa,2021-02-21,Western Europe,Southern Africa
2021.46301,Portugal,Angola,10,Europe,Africa,2021-06-18,2021-06-01,Western Europe,Southern Africa,2021-06-13,Western Europe,Southern Africa
2020.93132,Portugal,Angola,10,Europe,Africa,2020-12-06,2020-12-01,Western Europe,Southern Africa,2020-11-29,Western Europe,Southern Africa
2021.28766,USA,Angola,10,,Africa,2021-04-15,2021-04-01,,Southern Africa,2021-04-04,,Southern Africa
2021.14519,Czech Republic,Angola,10,,Africa,2021-02-22,2021-02-01,,Southern Africa,2021-02-21,,Southern Africa
2021.29314,Portugal,Angola,10,Europe,Africa,2021-04-17,2021-04-01,Western Europe,Southern Africa,2021-04-04,Western Europe,Southern Africa
2021.47944,Republic of the Congo,Angola,10,,Africa,2021-06-24,2021-06-01,,Southern Africa,2021-06-13,,Southern Africa
2021.50135,Portugal,Angola,10,Europe,Africa,2021-07-02,2021-07-01,Western Europe,Southern Africa,2021-06-27,Western Europe,Southern Africa
2021.06343,Portugal,Angola,10,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2021.0537,South Africa,Angola,10,Africa,Africa,2021-01-20,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2020.7938,Democratic Republic of the Congo,Angola,10,,Africa,2020-10-17,2020-10-01,,Southern Africa,2020-10-04,,Southern Africa
2020.89444,South Africa,Angola,10,Africa,Africa,2020-11-23,2020-11-01,Southern Africa,Southern Africa,2020-11-15,Southern Africa,Southern Africa
2020.93407,Brazil,Angola,10,South America,Africa,2020-12-07,2020-12-01,Brazil,Southern Africa,2020-11-29,Brazil,Southern Africa
2021.22191,Brazil,Angola,10,South America,Africa,2021-03-22,2021-03-01,Brazil,Southern Africa,2021-03-21,Brazil,Southern Africa
2020.57126,Portugal,Angola,10,Europe,Africa,2020-07-28,2020-07-01,Western Europe,Southern Africa,2020-07-26,Western Europe,Southern Africa
2021.06302,Portugal,Angola,10,Europe,Africa,2021-01-24,2021-01-01,Western Europe,Southern Africa,2021-01-24,Western Europe,Southern Africa
2020.51526,Portugal,Angola,10,Europe,Africa,2020-07-07,2020-07-01,Western Europe,Southern Africa,2020-06-28,Western Europe,Southern Africa
2021.15219,Benin,Angola,10,Africa,Africa,2021-02-25,2021-02-01,Western Africa,Southern Africa,2021-02-21,Western Africa,Southern Africa
2021.1334,Benin,Angola,10,Africa,Africa,2021-02-18,2021-02-01,Western Africa,Southern Africa,2021-02-07,Western Africa,Southern Africa
2021.21618,Benin,Angola,10,Africa,Africa,2021-03-20,2021-03-01,Western Africa,Southern Africa,2021-03-07,Western Africa,Southern Africa
2021.24385,Benin,Angola,10,Africa,Africa,2021-03-31,2021-03-01,Western Africa,Southern Africa,2021-03-21,Western Africa,Southern Africa
2021.03836,South Africa,Angola,10,Africa,Africa,2021-01-15,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.07087,South Africa,Angola,10,Africa,Africa,2021-01-26,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.01371,South Africa,Angola,10,Africa,Africa,2021-01-06,2021-01-01,Southern Africa,Southern Africa,2020-12-27,Southern Africa,Southern Africa
2021.22466,South Africa,Angola,10,Africa,Africa,2021-03-24,2021-03-01,Southern Africa,Southern Africa,2021-03-21,Southern Africa,Southern Africa
2021.22741,South Africa,Angola,10,Africa,Africa,2021-03-25,2021-03-01,Southern Africa,Southern Africa,2021-03-21,Southern Africa,Southern Africa
2020.93207,South Africa,Angola,10,Africa,Africa,2020-12-07,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.62913,South Africa,Angola,10,Africa,Africa,2020-08-18,2020-08-01,Southern Africa,Southern Africa,2020-08-09,Southern Africa,Southern Africa
2020.57457,South Africa,Angola,10,Africa,Africa,2020-07-29,2020-07-01,Southern Africa,Southern Africa,2020-07-26,Southern Africa,Southern Africa
2020.92351,Zimbabwe,Angola,10,Africa,Africa,2020-12-04,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.77324,South Africa,Angola,10,Africa,Africa,2020-10-10,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2020.7869,South Africa,Angola,10,Africa,Africa,2020-10-15,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2021.04296,South Africa,Angola,10,Africa,Africa,2021-01-16,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.16715,Zimbabwe,Angola,10,Africa,Africa,2021-03-03,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.16209,Zimbabwe,Angola,10,Africa,Africa,2021-03-01,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.78689,South Africa,Angola,10,Africa,Africa,2020-10-15,2020-10-01,Southern Africa,Southern Africa,2020-10-04,Southern Africa,Southern Africa
2021.14652,South Africa,Angola,10,Africa,Africa,2021-02-23,2021-02-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.21097,South Africa,Angola,10,Africa,Africa,2021-03-19,2021-03-01,Southern Africa,Southern Africa,2021-03-07,Southern Africa,Southern Africa
2020.93716,South Africa,Angola,10,Africa,Africa,2020-12-09,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2020.69442,South Africa,Angola,10,Africa,Africa,2020-09-11,2020-09-01,Southern Africa,Southern Africa,2020-09-06,Southern Africa,Southern Africa
2021.04109,Zambia,Angola,10,Africa,Africa,2021-01-15,2021-01-01,Southern Africa,Southern Africa,2021-01-10,Southern Africa,Southern Africa
2021.4548,Zambia,Angola,10,Africa,Africa,2021-06-16,2021-06-01,Southern Africa,Southern Africa,2021-06-13,Southern Africa,Southern Africa
2021.13198,South Africa,Angola,10,Africa,Africa,2021-02-18,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.14286,Zimbabwe,Angola,10,Africa,Africa,2021-02-22,2021-02-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2021.07671,South Africa,Angola,10,Africa,Africa,2021-01-28,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.27946,Democratic Republic of the Congo,Angola,10,,Africa,2021-04-13,2021-04-01,,Southern Africa,2021-04-04,,Southern Africa
2021.13193,South Africa,Angola,10,Africa,Africa,2021-02-18,2021-02-01,Southern Africa,Southern Africa,2021-02-07,Southern Africa,Southern Africa
2021.07946,South Africa,Angola,10,Africa,Africa,2021-01-30,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
2021.16712,South Africa,Angola,10,Africa,Africa,2021-03-02,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.90717,South Africa,Angola,10,Africa,Africa,2020-11-28,2020-11-01,Southern Africa,Southern Africa,2020-11-15,Southern Africa,Southern Africa
2020.9277,South Africa,Angola,10,Africa,Africa,2020-12-05,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.1761,South Africa,Angola,10,Africa,Africa,2021-03-06,2021-03-01,Southern Africa,Southern Africa,2021-02-21,Southern Africa,Southern Africa
2020.93717,South Africa,Angola,10,Africa,Africa,2020-12-09,2020-12-01,Southern Africa,Southern Africa,2020-11-29,Southern Africa,Southern Africa
2021.07671,South Africa,Angola,10,Africa,Africa,2021-01-28,2021-01-01,Southern Africa,Southern Africa,2021-01-24,Southern Africa,Southern Africa
